user_id,status_id,created_at,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,sentiment
x772436468807577600,x1241978219911405569,23/03/2020 06:40,@RicardoAnayaC Chinga tu madre Ricky!,Twitter for Android,22,x1241762951696191488,x151968088,RicardoAnayaC,FALSE,FALSE,0,0,,,,,,,,,,,,x151968088,RicardoAnayaC,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,"Puebla, México",,,FALSE,24,92,0,1301,9235,04/09/2016 14:09,FALSE,,,,negative
x1228151205710270467,x1241937382439620608,23/03/2020 03:58,@RicardoAnayaC Tu chinga tu madre puerco,Twitter for Android,25,x1241762951696191488,x151968088,RicardoAnayaC,FALSE,FALSE,0,0,,,,,,,,,,,,x151968088,RicardoAnayaC,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,,workaholic,,FALSE,0,0,0,2,9,14/02/2020 02:57,FALSE,,,,negative
x32741440,x1241927963702149120,23/03/2020 03:21,@RicardoAnayaC ahora resulta...muy preocupado.....dan pena ajena,Twitter Web App,49,x1241762951696191488,x151968088,RicardoAnayaC,FALSE,FALSE,0,0,,,,,,,,,,,,x151968088,RicardoAnayaC,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,,,,FALSE,30,259,0,370,218,18/04/2009 02:35,FALSE,,,,negative
x3394919243,x1241925975216021504,23/03/2020 03:13,"@RicardoAnayaC Sacando raja politica el vato, como buitre.",Twitter for Android,43,x1241762951696191488,x151968088,RicardoAnayaC,FALSE,FALSE,1,0,,,,,,,,,,,,x151968088,RicardoAnayaC,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,,,,FALSE,31,137,2,483,25,30/07/2015 02:57,FALSE,,,,negative
x115083766,x1241924217702158337,23/03/2020 03:06,@RicardoAnayaC  vaya carroñero !!! https://t.co/04wqUkQAaP,Twitter for iPhone,34,,x151968088,RicardoAnayaC,TRUE,FALSE,0,0,,,,,,,,,,,,x151968088,RicardoAnayaC,es,x1241786454893834240,"Ricardo Anaya reaparece para sacar raja política ante coronavirus, ¡vaya carroñero! 
https://t.co/6yyw2aqfMf",22/03/2020 17:58,Twitter for iPhone,1997,1100,x545061074,guruchuirer,166875,55971,12515,"Mexico, ME",Somos el medio de comunicacion ciudadano que dice las cosas como son. La verdad es el arma más poderosa que tenemos.,TRUE,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,Omnipresente,Esta ilusión de unanimidad bien puede llevarnos lejos o dejarnos postrados para no reaccionar jamas.,,FALSE,736,2400,3,28767,5743,17/02/2010 15:19,FALSE,,,,negative
x1023396613,x1242256662871801863,24/03/2020 01:07,@yohanfloresm no hay plata  ni gasolina,Twitter Web App,25,x1242251879293366274,x248779196,yohanfloresm,FALSE,FALSE,1,0,,,,,,,,,,,,x248779196,yohanfloresm,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,,,,FALSE,123,173,0,7050,2080,20/12/2012 03:04,FALSE,,,,negative
x145774954,x1242235494584463360,23/03/2020 23:43,Horrible<U+0001F62D><U+0001F62D> este peo de cuarentena sin gasolina nos va a matar <U+0001F974> https://t.co/u2mCHWVBD6,Twitter for Android,63,,,,TRUE,FALSE,0,0,,,,,,,,,,,,,,es,x1241850122729857026,cómo lleváis lo de no poder ver a vuestra pareja ????? yo genial porque no tengo,22/03/2020 22:11,Twitter for iPhone,84840,29923,x2775854117,MaariaVMM,5672,5764,36788,"Valencia, España",Psicología UV <U+0001F9E0><U+0001F308>,FALSE,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,Valencia-Carabobo-Venezuela,Hija del sol<U+0001F31E> en proceso de reconstrucción <U+2764><U+FE0F>,https://t.co/lgVB1qlkEb,FALSE,484,601,1,17818,6935,19/05/2010 21:12,FALSE,https://t.co/lgVB1qlkEb,http://the-ordinay-life.tumblr.com/,,negative
x17548080,x1241770894848114689,22/03/2020 16:57,"Como si fuera una película de terror, hay calles desoladas y personas enfrentándose a un mortífero...

<U+0001F637><U+0001F9A0> #HondurasQuedateEnCasa #CoronavirusHonduras #Pandemia #COVID19 #ToqueDeQueda

https://t.co/VM5HwrQ5QU",Twitter Web App,207,,,,FALSE,FALSE,1,0,,,HondurasQuedateEnCasa CoronavirusHonduras Pandemia COVID19 ToqueDeQueda,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,"Tegucigalpa, Honduras",Noticias de Honduras,http://t.co/Y8IfWjt8Kr,FALSE,359634,767,1432,257326,358,21/11/2008 23:00,FALSE,http://t.co/Y8IfWjt8Kr,http://www.elheraldo.hn,,negative
x896977272338616320,x1239766847664185345,17/03/2020 04:13,"Yo pensaba que Peñanieto era pendejo...pero Amlo vino a decirle """"""""quítate que ahí te voy""""""""  #AmloVirus https://t.co/znlYgUBI2h",Twitter for Android,100,,,,FALSE,FALSE,2,0,,,AmloVirus,,https://t.co/znlYgUBI2h,https://twitter.com/taequit0/status/1239766847664185345/photo/1,photo,http://pbs.twimg.com/media/ETSJVl2XQAAwGcC.jpg,https://t.co/znlYgUBI2h,https://twitter.com/taequit0/status/1239766847664185345/photo/1,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,"Inglaterra, Reino Unido",@Stray_Kids @BTS_twt @onedirection,,FALSE,403,583,1,11079,14508,14/08/2017 06:10,FALSE,,,,negative
x224067248,x1242244142190727168,24/03/2020 00:17,Terror es vivir cerca de un hospital municipal y escuchar las alarmas de las ambulancias cada 10 minutos. Y más con esta #Pandemia. Es nerviosa que me tienen. #YoMeQuedoEnCasa #COVID19RD,Twitter Web App,186,,,,FALSE,FALSE,0,0,,,Pandemia YoMeQuedoEnCasa COVID19RD,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,"Las Lagunas de Nisibón, RD","Hotelera <U+0001F1E9><U+0001F1F4> Madre – Esposa <U+0001F491> Melómana, cinéfila y loca con los libros. <U+0001F4D6> Nada mejor para el estrés que una buena taza de café con galletas de chocolate <U+2615><U+FE0F><U+0001F36A>",,FALSE,380,525,4,14615,2507,08/12/2010 02:12,FALSE,,,,negative
x2942474248,x1242266310249254919,24/03/2020 01:45,Ya que tanto chingan con el coronavirus y tanto les interesa. Espero se infecten y se mueran todos los pendejos de este país. #COVID19,Twitter for Android,134,,,,FALSE,FALSE,0,0,,,COVID19,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,,Las cosas son como tu las vez.  Visual Artist. #Rock #Love #HereWeGo #SomosBax,,FALSE,122,289,0,81,185,26/12/2014 17:43,FALSE,,,,negative
x2697844435,x1242956866197565440,25/03/2020 23:29,"La imbecilidad de Ricardo Salinas Pliego <U+0001F574><U+FE0F><U+0001F42D><U+0001F4A9> al afirmar que “la alternativa al aislamiento es la rapiña y la violencia social”, solo es equivalente a su mezquindad como el empresario que más se ha aprovechado de la desigualdad en México <U+0001F1F2><U+0001F1FD>.",Twitter Web App,241,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,"Tampico, Tamaulipas, México. <U+0001F1F2><U+0001F1FD>","Aunque se acabe el mundo te amaré. Con tu sonrisa siempre soñaré. Si tú me quieres siempre existiré. Aunque se acabe el mundo aquí estaré.
Snapchat: bencheko",https://t.co/pkx5Oux1TF,FALSE,75,454,1,12182,392,01/08/2014 09:15,FALSE,https://t.co/pkx5Oux1TF,https://www.instagram.com/chekoalva1/,,negative
x572076100,x1242918631115112448,25/03/2020 20:57,@guruchuirer Seguramente este pendejo de Ricardo Salinas se va a morir de hambre <U+0001F92C>,Twitter for iPhone,69,x1242883319215337474,x545061074,guruchuirer,FALSE,FALSE,0,0,,,,,,,,,,,,x545061074,guruchuirer,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,Chihuahua,Consultorio de atencion psicologica especializada. Trastornos de Habla y Lenguaje. Especialista en atención temprana en Síndrome de Down. FB Cinco Sentidos,,FALSE,33,8,6,728,1854,05/05/2012 21:11,FALSE,,,,negative
x1933075752,x1242907178853269504,25/03/2020 20:12,"¿Ricardo Salinas? No mames.

Por esto votaron, pinches chairos. Nos la cobraremos. https://t.co/PPVg9o9laB",Twitter for iPhone,82,,,,TRUE,FALSE,3,1,,,,,,,,,,,,,,es,x1242853126945849347,"Son muy importantes los mensajes de unidad y solidaridad de empresarios y empresas como Carlos Slim, Ricardo Salinas y Grupo Banorte.",25/03/2020 16:37,Twitter for Android,1700,498,x142471549,martibatres,379186,909,36431,Ciudad de México,"Licenciado en Derecho, Maestro en Trabajo Social, profesor de la UNAM, articulista, autor de 12 libros, fundador de #Morena y Senador de la República.",TRUE,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,Ciudad de México,"Riesgos financieros. Liberal. Aquí, allá y en todas partes.",https://t.co/iZnYWsYFHN,FALSE,7482,8074,24,32498,6484,04/10/2013 05:05,FALSE,https://t.co/iZnYWsYFHN,http://gabrielmalpicamora.blogspot.mx/,,negative
x60380808,x1242888733298274306,25/03/2020 18:59,Al parecer los chairos no entendieron el mensaje de Ricardo Salinas .. que rependejos,Twitter for Android,85,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,México,"No soy ciclista, nadador, corredor soy Triatleta y Puro Cabron .. 100% carne sonorense .. No me gusta la grilla .. Deporte como modo de vida",,FALSE,3227,1526,52,75869,624,26/07/2009 19:49,FALSE,,,,negative
x238678086,x1242889225709723648,25/03/2020 19:00,"Entiendo que un wey como Ricardo Salinas Pliego le crome el rifle al Anciano, ¿pero ustedes, pobres pendejos?",Twitter for Android,109,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,México.,"Americanista recalcitrante, me mama el rock progresivo, las cumbias y el Bacardi. <U+2764><U+FE0F> @yadariarhcp.",,FALSE,331,107,4,23605,5229,15/01/2011 19:23,FALSE,,,,negative
x124255504,x1242887230802350080,25/03/2020 18:53,"Ricardo Salinas Pliego es la misma rata peluda que en 2006 permitió una guerra sucia contra AMLO, y hoy lo defiende y ataca a la oposición. Tan asqueroso lo que hizo en 2006, como el lamegüevismo de hoy.",Twitter Web App,203,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,"Pachuca, Hgo., México",,,FALSE,206,428,1,824,1264,18/03/2010 19:56,FALSE,,,,negative
x1066467436415803392,x1242826283240706048,25/03/2020 14:50,"A Ricardo Salinas Pliego se le olvidó decir que también mata los salarios de miseria que paga a sus empleados.

Por cierto, para cuándo la consulta en BCS de si quieren la mina Los Cardones propiedad de Grupo Salinas, digo para evitar la contaminación del agua.....",Twitter for Android,265,,,,FALSE,FALSE,8,6,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,"Chihuahua, México","Ingeniero, opino lo que se me da la gana.
#CUU",,FALSE,77,153,0,1412,641,24/11/2018 23:03,FALSE,,,,negative
x3072105925,x1242874070947041280,25/03/2020 18:00,"@Milenio Ah, con razón Ricardo Salinas salió a decir tantas estupideces para defender la política genocida de AMLO",Twitter for iPhone,105,x1242837142683840517,x24969337,Milenio,FALSE,FALSE,0,0,,,,,,,,,,,,x24969337,Milenio,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,,,,FALSE,35,116,0,256,533,10/03/2015 23:32,FALSE,,,,negative
x279851413,x1242873215459844096,25/03/2020 17:57,Ricardo Salinas se ve como un reverendo pendejo defendiendo a AMLO,Twitter for Android,66,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,Veracruz,"23.
 #TibuDeCorazón<U+2764><U+FE0F><U+0001F499>",,FALSE,327,241,4,47866,1987,10/04/2011 04:20,FALSE,,,,negative
x213742710,x1242868204671770624,25/03/2020 17:37,Ricardo Salinas Pliego me da bastante más asquito que Ascarraga pero que chinguen a su madre los dos,Twitter for Android,100,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,,Practicante del ocio,,FALSE,193,311,0,4591,37329,09/11/2010 17:48,FALSE,,,,negative
x85202247,x1242862991705423872,25/03/2020 17:16,Ricardo Salinas Pliego es un PENDEJO.,Twitter for Android,37,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,<U+0001F1F2><U+0001F1FD>,"Acostumbrada a la excelencia, lo bueno me aburre. El físico atrae, pero las químicas provocamos reacciones. Irracional como p Te quieroX10^8",,FALSE,1095,398,9,56065,15445,26/10/2009 00:41,FALSE,,,,negative
x112760950,x1242860231497048068,25/03/2020 17:05,"Ricardo Salinas Pliego, eres un imbécil",Twitter for iPhone,39,,,,FALSE,FALSE,1,1,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,"Tlaxcala, México",I’m a fuckin Gemini y caigo gordo,,FALSE,51,60,0,1326,3767,09/02/2010 16:33,FALSE,,,,negative
x1052730959391383552,x1242813201319743489,25/03/2020 13:58,Así es ... estamos solos.... a menos que seas arrastrado como Ricardo Salinas ... https://t.co/yI0g5LTHwf,Twitter for iPhone,81,,,,TRUE,FALSE,1,0,,,,,,,,,,,,,,es,x1242583943150477312,"@alarcondibujos Hoy cerré mi pequeña cafetería, trataré de pagar los salarios de 4 mujeres hasta donde pueda, mientras me esconderé debajo de la cama cuando el SAT, IIMSS, CFE lleguen a cobrarme y hacer más recargos. Los pequeños “emprendedores neoliberal",24/03/2020 22:47,Twitter for iPhone,4627,1593,x868832250,sarah_Lara15,470,735,1099,DF,"Periodista de profesión, de Sonora soy viviendo en DF, intentando ser runner, esposa de Venezolano.",FALSE,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,México,Twitter es mi catarsis.....,,FALSE,433,756,0,17787,30037,18/10/2018 01:19,FALSE,,,,negative
x940605344,x1242682069265735680,25/03/2020 05:17,Señor Ricardo Salinas Pliego es usted diabólico,Twitter for Android,47,,,,FALSE,FALSE,0,1,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,en un pinshi rancho,"Amo a la gente sarcastisca, humor negro, sexo, naturaleza, memes, deportes, política, un pinshi todologo piteros pss<U+2721><U+FE0F>",https://t.co/uynToUMriH,FALSE,277,552,3,4250,8686,11/11/2012 05:23,FALSE,https://t.co/uynToUMriH,http://paypal.me/darkdevan,,negative
x73804258,x1242673091664203777,25/03/2020 04:42,Ahora si!    Ricardo Salinas Pliego se pasó !,Twitter for iPhone,45,,,,FALSE,FALSE,1,1,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,Baja California,C’est la vie,,FALSE,18,82,0,808,2341,13/09/2009 03:36,FALSE,,,,negative
x571177837,x1242672598548389890,25/03/2020 04:40,Ojalá le de coronavirus a Ricardo Salinas Pliego,Twitter for iPhone,48,,,,FALSE,FALSE,3,2,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,Mérida.,<U+0001D437><U+0001D462><U+0001D45F><U+0001D45A><U+0001D456><U+0001D452><U+0001D45B><U+0001D451><U+0001D45C> <U+0001D452><U+0001D45B> <U+0001D45A><U+0001D456><U+0001D460> <U+0001D459><U+0001D44E><U+0001D462><U+0001D45F><U+0001D452><U+0001D459><U+0001D452><U+0001D460>,https://t.co/GfGIMuL20e,FALSE,876,533,1,61565,13834,04/05/2012 21:40,FALSE,https://t.co/GfGIMuL20e,http://instagram.com/quemalaaa,,negative
x58963784,x1240846635900551168,20/03/2020 03:44,"@Grulben Deja de lamerle las bolas a los empresarios, eres un pobre jodido mortal como el 99.99% de nosotros. A gente como Slim o Ricardo Salinas le vales mierda.",Twitter Web App,153,x1240681067641626624,x3000527108,Grulben,FALSE,FALSE,0,0,,,,,,,,,,,,x3000527108,Grulben,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,mex df,Meo abandonado,http://t.co/IMnnqWVdNT,FALSE,60,138,2,2867,6840,21/07/2009 23:42,FALSE,http://t.co/IMnnqWVdNT,http://queti.com,,negative
x1904861144,x1252352680833384449,20/04/2020 21:45,"@PedroFerriz @Javier_Alatorre Mira quien habla un imbecil, cobarde infeliz.
gente como tu, los chayoteros de tv azteca o televisa o de todos eso medios corrupto, asi como los prianistas . vayan y chaspm",Twitter Web App,172,x1252024665792344065,x70390438,PedroFerriz,FALSE,FALSE,0,0,,,,,,,,,,,,x70390438 x75334313,PedroFerriz Javier_Alatorre,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,,nada es mas contagioso que el ejemplo.,,FALSE,1172,2395,1,6279,4666,25/09/2013 17:12,FALSE,,,,negative
x330166910,x1252328635320750080,20/04/2020 20:09,@Javier_Alatorre Buenos días basura. Tu sigue desinformando.,Twitter for Android,43,x1252295800996212736,x75334313,Javier_Alatorre,FALSE,FALSE,0,0,,,,,,,,,,,,x75334313,Javier_Alatorre,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,Chetumal,Belleza de cantina.,,FALSE,1,6,0,4,22,06/07/2011 06:16,FALSE,,,,negative
x374181006,x1252171480017838080,20/04/2020 09:45,"@Javier_Alatorre Yo sueño un México sin gente Tan MISERABLE como TÚ

Capaz llamar a un pueblo a la desobediencia  a la máxima autoridad de salud, sin importar los muertos, mientras GANE$$ 

Nada se puede esperarse un vil MERCENARIO al servicio",Twitter for iPhone,276,x1251679117961035777,x75334313,Javier_Alatorre,FALSE,FALSE,0,0,,,AlatorreTerrorista TvAztecaCriminal,,,,,,,,,x75334313,Javier_Alatorre,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,CDMX,"Biólogo, Haciendo REDES, por un México GRANDE, unidos lograremos la gran nación que merecemos. Me sigues te sigo",,FALSE,1336,1391,1,1896,7108,15/09/2011 21:08,FALSE,,,,negative
x332025368,x1252317267595079683,20/04/2020 19:24,@Javier_Alatorre Al menos 18 millones te mentamos la madre,Twitter for Android,41,x1252280050994614275,x75334313,Javier_Alatorre,FALSE,FALSE,0,0,,,,,,,,,,,,x75334313,Javier_Alatorre,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,,,,FALSE,36,71,0,1950,1011,09/07/2011 03:08,FALSE,,,,negative
