"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","sentiment"
"xx115083766","xx1241924217702158337","23/03/2020 03:06","ValleReVerduzco","carroner","Twitter for iPhone",34,,"xx151968088","RicardoAnayaC",TRUE,FALSE,0,0,,,"",,"twitter.com/guruchuirer/st…","https://t.co/04wqUkQAaP","https://twitter.com/guruchuirer/status/1241786454893834240","","","","","","","",,"xx151968088","RicardoAnayaC","es","xx1241786454893834240","Ricardo Anaya reaparece para sacar raja política ante coronavirus, ¡vaya carroñero! 
https://t.co/6yyw2aqfMf","22/03/2020 17:58","Twitter for iPhone",1997,1100,"xx545061074","guruchuirer","GurúPolítico",166875,55971,12515,"Mexico, ME","Somos el medio de comunicacion ciudadano que dice las cosas como son. La verdad es el arma más poderosa que tenemos.",TRUE,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ValleReVerduzco/status/1241924217702158337","alberto valle","Omnipresente","Esta ilusión de unanimidad bien puede llevarnos lejos o dejarnos postrados para no reaccionar jamas.","",FALSE,736,2400,3,28767,5743,"17/02/2010 15:19",FALSE,"","",,"https://pbs.twimg.com/profile_banners/115083766/1520879526","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/980973946429374465/V7Fv-hiL_normal.jpg","negative"
"xx1023396613","xx1242256662871801863","24/03/2020 01:07","alexisr33","not plat ni gasolin","Twitter Web App",25,"xx1242251879293366274","xx248779196","yohanfloresm",FALSE,FALSE,1,0,,,"",,"","","","","","","","","","",,"xx248779196","yohanfloresm","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/alexisr33/status/1242256662871801863","venezuelalibre","","","",FALSE,123,173,0,7050,2080,"20/12/2012 03:04",FALSE,"","",,"","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/484537790072229888/wOJf3SaH_normal.jpeg","negative"
"xx145774954","xx1242235494584463360","23/03/2020 23:43","fabiiRp","horribl peo cuarenten sin gasolin mat","Twitter for Android",63,,,"",TRUE,FALSE,0,0,,,"",,"twitter.com/MaariaVMM/stat…","https://t.co/u2mCHWVBD6","https://twitter.com/MaariaVMM/status/1241850122729857026","","","","","","","",,,"","es","xx1241850122729857026","cómo lleváis lo de no poder ver a vuestra pareja ????? yo genial porque no tengo","22/03/2020 22:11","Twitter for iPhone",84840,29923,"xx2775854117","MaariaVMM","María <U+2640>",5672,5764,36788,"Valencia, España","Psicología UV <U+0001F9E0><U+0001F308>",FALSE,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/fabiiRp/status/1242235494584463360","Fabiana Caridad<U+0001F451>","Valencia-Carabobo-Venezuela","Hija del sol<U+0001F31E> en proceso de reconstrucción <U+2764><U+FE0F>","https://t.co/lgVB1qlkEb",FALSE,484,601,1,17818,6935,"19/05/2010 21:12",FALSE,"https://t.co/lgVB1qlkEb","http://the-ordinay-life.tumblr.com/",,"https://pbs.twimg.com/profile_banners/145774954/1564372973","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1178670917859328000/DVqQb3yC_normal.jpg","negative"
"xx17548080","xx1241770894848114689","22/03/2020 16:57","diarioelheraldo","yes fuer pelicul terror call desol person enfrent mortifer","Twitter Web App",207,,,"",FALSE,FALSE,1,0,,,"HondurasQuedateEnCasa CoronavirusHonduras Pandemia COVID19 ToqueDeQueda",,"elheraldo.hn/fotogalerias/1…","https://t.co/VM5HwrQ5QU","https://www.elheraldo.hn/fotogalerias/1366117-468/cuarentena-mundial-covid19-coronavirus","","","","","","","",,,"","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/diarioelheraldo/status/1241770894848114689","Diario El Heraldo","Tegucigalpa, Honduras","Noticias de Honduras","http://t.co/Y8IfWjt8Kr",FALSE,359634,767,1432,257326,358,"21/11/2008 23:00",FALSE,"http://t.co/Y8IfWjt8Kr","http://www.elheraldo.hn",,"https://pbs.twimg.com/profile_banners/17548080/1584487189","http://abs.twimg.com/images/themes/theme8/bg.gif","http://pbs.twimg.com/profile_images/1156716436661919746/zeVPnRNw_normal.jpg","negative"
"xx896977272338616320","xx1239766847664185345","17/03/2020 04:13","taequit0","pens penaniet pendej amlo vin dec quitat te","Twitter for Android",100,,,"",FALSE,FALSE,2,0,,,"AmloVirus",,"","","","http://pbs.twimg.com/media/ETSJVl2XQAAwGcC.jpg","https://t.co/znlYgUBI2h","https://twitter.com/taequit0/status/1239766847664185345/photo/1","photo","http://pbs.twimg.com/media/ETSJVl2XQAAwGcC.jpg","https://t.co/znlYgUBI2h","https://twitter.com/taequit0/status/1239766847664185345/photo/1",,,"","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taequit0/status/1239766847664185345","V<U+1972><U+1952><U+1971>7","Inglaterra, Reino Unido","@Stray_Kids @BTS_twt @onedirection","",FALSE,403,583,1,11079,14508,"14/08/2017 06:10",FALSE,"","",,"https://pbs.twimg.com/profile_banners/896977272338616320/1584871681","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1241664185706123264/6viWqG1V_normal.jpg","negative"
"xx224067248","xx1242244142190727168","24/03/2020 00:17","FernandaGilGil","terror viv hospital municipal escuch alarm ambul minut mas nervios tien","Twitter Web App",186,,,"",FALSE,FALSE,0,0,,,"Pandemia YoMeQuedoEnCasa COVID19RD",,"","","","","","","","","","",,,"","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/FernandaGilGil/status/1242244142190727168","Fernanda Gil","Las Lagunas de Nisibón, RD","Hotelera <U+0001F1E9><U+0001F1F4> Madre – Esposa <U+0001F491> Melómana, cinéfila y loca con los libros. <U+0001F4D6> Nada mejor para el estrés que una buena taza de café con galletas de chocolate <U+2615><U+FE0F><U+0001F36A>","",FALSE,380,525,4,14615,2507,"08/12/2010 02:12",FALSE,"","",,"https://pbs.twimg.com/profile_banners/224067248/1547764934","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1241057611597955072/hNpS9IPU_normal.jpg","negative"
"xx2942474248","xx1242266310249254919","24/03/2020 01:45","PerosiAchu","tant ching cov tant interes esper infect muer tod pendej pais","Twitter for Android",134,,,"",FALSE,FALSE,0,0,,,"COVID19",,"","","","","","","","","","",,,"","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/PerosiAchu/status/1242266310249254919","J Cristian Wl","","Las cosas son como tu las vez.  Visual Artist. #Rock #Love #HereWeGo #SomosBax","",FALSE,122,289,0,81,185,"26/12/2014 17:43",FALSE,"","",,"https://pbs.twimg.com/profile_banners/2942474248/1530133273","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1206719042293243904/OhbSr4F5_normal.jpg","negative"
"xx2697844435","xx1242956866197565440","25/03/2020 23:29","Chekin6","imbecil ricard salin plieg afirm altern aislamient rapin violenci social equivalent mezquind empresari mas aprovech desiguald mexic","Twitter Web App",241,,,"",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,,"","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Chekin6/status/1242956866197565440","Chekin Alva Grana","Tampico, Tamaulipas, México. <U+0001F1F2><U+0001F1FD>","Aunque se acabe el mundo te amaré. Con tu sonrisa siempre soñaré. Si tú me quieres siempre existiré. Aunque se acabe el mundo aquí estaré.
Snapchat: bencheko","https://t.co/pkx5Oux1TF",FALSE,75,454,1,12182,392,"01/08/2014 09:15",FALSE,"https://t.co/pkx5Oux1TF","https://www.instagram.com/chekoalva1/",,"https://pbs.twimg.com/profile_banners/2697844435/1506971792","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1233944066393542656/1-eKE1hK_normal.jpg","negative"
"xx572076100","xx1242918631115112448","25/03/2020 20:57","CAPECHIH","segur pendej ricard salin mor hambr","Twitter for iPhone",69,"xx1242883319215337474","xx545061074","guruchuirer",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx545061074","guruchuirer","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CAPECHIH/status/1242918631115112448","CAPE","Chihuahua","Consultorio de atencion psicologica especializada. Trastornos de Habla y Lenguaje. Especialista en atención temprana en Síndrome de Down. FB Cinco Sentidos","",FALSE,33,8,6,728,1854,"05/05/2012 21:11",FALSE,"","",,"https://pbs.twimg.com/profile_banners/572076100/1459297692","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1045493167720607744/SPeJmljB_normal.jpg","negative"
"xx1933075752","xx1242907178853269504","25/03/2020 20:12","GMalpicaMora","ricard salin not mam vot pinch chair cobr","Twitter for iPhone",82,,,"",TRUE,FALSE,3,1,,,"",,"twitter.com/martibatres/st…","https://t.co/PPVg9o9laB","https://twitter.com/martibatres/status/1242853126945849347","","","","","","","",,,"","es","xx1242853126945849347","Son muy importantes los mensajes de unidad y solidaridad de empresarios y empresas como Carlos Slim, Ricardo Salinas y Grupo Banorte.","25/03/2020 16:37","Twitter for Android",1700,498,"xx142471549","martibatres","Martí Batres",379186,909,36431,"Ciudad de México","Licenciado en Derecho, Maestro en Trabajo Social, profesor de la UNAM, articulista, autor de 12 libros, fundador de #Morena y Senador de la República.",TRUE,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/GMalpicaMora/status/1242907178853269504","Gabriel Malpica Mora","Ciudad de México","Riesgos financieros. Liberal. Aquí, allá y en todas partes.","https://t.co/iZnYWsYFHN",FALSE,7482,8074,24,32498,6484,"04/10/2013 05:05",FALSE,"https://t.co/iZnYWsYFHN","http://gabrielmalpicamora.blogspot.mx/",,"https://pbs.twimg.com/profile_banners/1933075752/1572501249","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1189782586412941313/ws7Ok--P_normal.jpg","negative"
"xx60380808","xx1242888733298274306","25/03/2020 18:59","SuperLatigazo","parec chair not entend mensaj ricard salin rependej","Twitter for Android",85,,,"",FALSE,FALSE,1,0,,,"",,"","","","","","","","","","",,,"","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SuperLatigazo/status/1242888733298274306","Superlatigazo","México","No soy ciclista, nadador, corredor soy Triatleta y Puro Cabron .. 100% carne sonorense .. No me gusta la grilla .. Deporte como modo de vida","",FALSE,3227,1526,52,75869,624,"26/07/2009 19:49",FALSE,"","",,"https://pbs.twimg.com/profile_banners/60380808/1392814610","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/456921354273431553/l1DjCDqS_normal.jpeg","negative"
"xx238678086","xx1242889225709723648","25/03/2020 19:00","ElTarkus_","entiend wey ricard salin plieg crom rifl ancian usted pobr pendej","Twitter for Android",109,,,"",FALSE,FALSE,1,0,,,"",,"","","","","","","","","","",,,"","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ElTarkus_/status/1242889225709723648","El Tarkus.","México.","Americanista recalcitrante, me mama el rock progresivo, las cumbias y el Bacardi. <U+2764><U+FE0F> @yadariarhcp.","",FALSE,331,107,4,23605,5229,"15/01/2011 19:23",FALSE,"","",,"https://pbs.twimg.com/profile_banners/238678086/1441651281","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1225466855571251202/ZkG5zK2e_normal.jpg","negative"
"xx124255504","xx1242887230802350080","25/03/2020 18:53","osampedro","ricard salin plieg rat pelud permiti guerr suci amlo defiend atac oposicion tan asquer lameguev","Twitter Web App",203,,,"",FALSE,FALSE,1,0,,,"",,"","","","","","","","","","",,,"","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/osampedro/status/1242887230802350080","oscar sampedro","Pachuca, Hgo., México","","",FALSE,206,428,1,824,1264,"18/03/2010 19:56",FALSE,"","",,"https://pbs.twimg.com/profile_banners/124255504/1408394916","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1142435525481127936/QB9PhCrk_normal.jpg","negative"
"xx1066467436415803392","xx1242826283240706048","25/03/2020 14:50","CorralTrillo","ricard salin plieg olvid mat salari miseri pag emple consult bcs yes quier min cardon propied grup salin dig evit contaminacion agu","Twitter for Android",265,,,"",FALSE,FALSE,8,6,,,"",,"","","","","","","","","","",,,"","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CorralTrillo/status/1242826283240706048","J©<U+FE0F>","Chihuahua, México","Ingeniero, opino lo que se me da la gana.
#CUU","",FALSE,77,153,0,1412,641,"24/11/2018 23:03",FALSE,"","",,"https://pbs.twimg.com/profile_banners/1066467436415803392/1543103102","","http://pbs.twimg.com/profile_images/1239658887797587968/7mgDrnst_normal.jpg","negative"
"xx3072105925","xx1242874070947041280","25/03/2020 18:00","Pao_RMX","ah razon ricard salin sali tant estupidec defend polit genoc amlo","Twitter for iPhone",105,"xx1242837142683840517","xx24969337","Milenio",FALSE,FALSE,0,0,,,"",,"","","","","","","","","","",,"xx24969337","Milenio","es",,"","","",,,,"","",,,,"","",,,,,,,,,,,,,,,,,"","","","","","","NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Pao_RMX/status/1242874070947041280","Pao M","","","",FALSE,35,116,0,256,533,"10/03/2015 23:32",FALSE,"","",,"https://pbs.twimg.com/profile_banners/3072105925/1463682536","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1242366874140045312/URyOIfDw_normal.jpg","negative"
